ko	pathways
K16244	Chlorocyclohexane_and_chlorobenzene_degradation:Xenobiotics_biodegradation_and_metabolism|Benzoate_degradation:Xenobiotics_biodegradation_and_metabolism|Toluene_degradation:Xenobiotics_biodegradation_and_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Degradation_of_aromatic_compounds
K16245	Chlorocyclohexane_and_chlorobenzene_degradation:Xenobiotics_biodegradation_and_metabolism|Benzoate_degradation:Xenobiotics_biodegradation_and_metabolism|Toluene_degradation:Xenobiotics_biodegradation_and_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Degradation_of_aromatic_compounds
K16246	Chlorocyclohexane_and_chlorobenzene_degradation:Xenobiotics_biodegradation_and_metabolism|Benzoate_degradation:Xenobiotics_biodegradation_and_metabolism|Toluene_degradation:Xenobiotics_biodegradation_and_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Degradation_of_aromatic_compounds
K16249	Chlorocyclohexane_and_chlorobenzene_degradation:Xenobiotics_biodegradation_and_metabolism|Benzoate_degradation:Xenobiotics_biodegradation_and_metabolism|Toluene_degradation:Xenobiotics_biodegradation_and_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Degradation_of_aromatic_compounds
K16254	Methane_metabolism:Energy_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K16255	Methane_metabolism:Energy_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K16256	Methane_metabolism:Energy_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K16257	Methane_metabolism:Energy_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K16258	Methane_metabolism:Energy_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K16259	Methane_metabolism:Energy_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K16260	Methane_metabolism:Energy_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K16299	ABC_transporters:Membrane_transport
K16332	Cell_cycle:Cell_growth_and_death|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K16333	PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K16336	Cell_adhesion_molecules_(CAMs):Signaling_molecules_and_interaction
K16337	Cell_adhesion_molecules_(CAMs):Signaling_molecules_and_interaction
K16338	ECM-receptor_interaction:Signaling_molecules_and_interaction|Cell_adhesion_molecules_(CAMs):Signaling_molecules_and_interaction
K16339	PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K16341	PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K16350	Cell_adhesion_molecules_(CAMs):Signaling_molecules_and_interaction
K16351	Cell_adhesion_molecules_(CAMs):Signaling_molecules_and_interaction
K16359	Cell_adhesion_molecules_(CAMs):Signaling_molecules_and_interaction
K16360	Cell_adhesion_molecules_(CAMs):Signaling_molecules_and_interaction
K16366	HIF-1_signaling_pathway:Signal_transduction|TNF_signaling_pathway:Signal_transduction
K16371	Galactose_metabolism:Carbohydrate_metabolism|Metabolic_pathways
K16372	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16373	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16374	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16375	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16376	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16377	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16378	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16379	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16380	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16381	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16382	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16383	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16384	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16385	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16386	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16387	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16388	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16389	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16390	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16391	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16392	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16393	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16394	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16395	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16396	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16397	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16398	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16399	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16400	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16401	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16402	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16403	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16404	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16405	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16406	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16407	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16408	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16409	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16410	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16411	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16412	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16413	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16414	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16415	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16416	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16417	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16418	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16419	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16420	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16422	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16423	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16424	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16425	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16426	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16427	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16428	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16429	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16430	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16431	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16432	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16433	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16434	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16435	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16436	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16437	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16438	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16439	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16440	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16441	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16442	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16443	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16444	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16445	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16446	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16447	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16448	Biosynthesis_of_vancomycin_group_antibiotics:Metabolism_of_terpenoids_and_polyketides
K16450	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16451	HIF-1_signaling_pathway:Signal_transduction
K16507	Hippo_signaling_pathway_-_fly:Signal_transduction
K16513	Circadian_entrainment:Environmental_adaptation
K16592	Biotin_metabolism:Metabolism_of_cofactors_and_vitamins|Metabolic_pathways
K16595	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|NF-kappa_B_signaling_pathway:Signal_transduction
K16596	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction
K16597	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction
K16598	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction
K16617	Protein_digestion_and_absorption:Digestive_system
K16620	TGF-beta_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction
K16621	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|TGF-beta_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction
K16622	TGF-beta_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction
K16628	Protein_digestion_and_absorption:Digestive_system
K16629	Protein_digestion_and_absorption:Digestive_system
K16630	Protein_digestion_and_absorption:Digestive_system
K16669	Hippo_signaling_pathway_-_fly:Signal_transduction
K16672	Hippo_signaling_pathway_-_fly:Signal_transduction
K16673	Hippo_signaling_pathway_-_fly:Signal_transduction
K16674	Hippo_signaling_pathway_-_fly:Signal_transduction
K16676	Hippo_signaling_pathway_-_fly:Signal_transduction
K16677	Hippo_signaling_pathway_-_fly:Signal_transduction
K16678	Hippo_signaling_pathway_-_fly:Signal_transduction
K16679	Hippo_signaling_pathway_-_fly:Signal_transduction
K16680	Hippo_signaling_pathway_-_fly:Signal_transduction
K16681	Hippo_signaling_pathway:Signal_transduction|Hippo_signaling_pathway_-_fly:Signal_transduction
K16682	Hippo_signaling_pathway:Signal_transduction|Hippo_signaling_pathway_-_fly:Signal_transduction
K16683	Hippo_signaling_pathway_-_fly:Signal_transduction
K16684	Hippo_signaling_pathway:Signal_transduction|Hippo_signaling_pathway_-_fly:Signal_transduction
K16685	Hippo_signaling_pathway:Signal_transduction|Hippo_signaling_pathway_-_fly:Signal_transduction
K16686	Hippo_signaling_pathway:Signal_transduction|Hippo_signaling_pathway_-_fly:Signal_transduction
K16687	Hippo_signaling_pathway:Signal_transduction|Hippo_signaling_pathway_-_fly:Signal_transduction
K16688	Hippo_signaling_pathway_-_fly:Signal_transduction
K16689	Hippo_signaling_pathway_-_fly:Signal_transduction
K16690	Hippo_signaling_pathway_-_fly:Signal_transduction
K16691	Hippo_signaling_pathway_-_fly:Signal_transduction
K16736	Hippo_signaling_pathway_-_fly:Signal_transduction
K16783	ABC_transporters:Membrane_transport
K16785	ABC_transporters:Membrane_transport
K16790	TGF-beta_signaling_pathway:Signal_transduction
K16791	TGF-beta_signaling_pathway:Signal_transduction
K16794	Ether_lipid_metabolism:Lipid_metabolism|Metabolic_pathways
K16796	Hippo_signaling_pathway:Signal_transduction
K16797	Hedgehog_signaling_pathway:Signal_transduction
K16798	Hedgehog_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction
K16799	Hedgehog_signaling_pathway:Signal_transduction
K16819	Hippo_signaling_pathway:Signal_transduction
K16820	Hippo_signaling_pathway:Signal_transduction
K16821	Hippo_signaling_pathway:Signal_transduction
K16822	Hippo_signaling_pathway:Signal_transduction
K16823	Hippo_signaling_pathway:Signal_transduction
K16824	Phagosome:Transport_and_catabolism
K16834	Wnt_signaling_pathway:Signal_transduction
K16836	PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K16837	PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K16848	Adherens_junction:Cell_communication|Regulation_of_actin_cytoskeleton:Cell_motility
K16857	Rap1_signaling_pathway:Signal_transduction|p53_signaling_pathway:Cell_growth_and_death|Phagosome:Transport_and_catabolism|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|TGF-beta_signaling_pathway:Signal_transduction|Focal_adhesion:Cell_communication|ECM-receptor_interaction:Signaling_molecules_and_interaction
K16858	Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction|Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Focal_adhesion:Cell_communication
K16859	Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Focal_adhesion:Cell_communication
K16873	Furfural_degradation:Xenobiotics_biodegradation_and_metabolism
K16874	Furfural_degradation:Xenobiotics_biodegradation_and_metabolism
K16875	Furfural_degradation:Xenobiotics_biodegradation_and_metabolism
K16880	Furfural_degradation:Xenobiotics_biodegradation_and_metabolism
K16905	ABC_transporters:Membrane_transport
K16906	ABC_transporters:Membrane_transport
K16915	ABC_transporters:Membrane_transport
K16916	ABC_transporters:Membrane_transport
K16917	ABC_transporters:Membrane_transport
K16918	ABC_transporters:Membrane_transport
K16919	ABC_transporters:Membrane_transport
K16920	ABC_transporters:Membrane_transport
K16921	ABC_transporters:Membrane_transport
K16950	Sulfur_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K16951	Sulfur_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K16955	Sulfur_metabolism:Energy_metabolism
K16956	ABC_transporters:Membrane_transport
K16957	ABC_transporters:Membrane_transport
K16958	ABC_transporters:Membrane_transport
K16959	ABC_transporters:Membrane_transport
K16961	ABC_transporters:Membrane_transport
K16962	ABC_transporters:Membrane_transport
K16965	Sulfur_metabolism:Energy_metabolism
K16966	Sulfur_metabolism:Energy_metabolism
K17048	Ethylbenzene_degradation:Xenobiotics_biodegradation_and_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments
K17049	Ethylbenzene_degradation:Xenobiotics_biodegradation_and_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments
K17061	Two-component_system:Signal_transduction
K17062	ABC_transporters:Membrane_transport
K17072	TNF_signaling_pathway:Signal_transduction
K17073	ABC_transporters:Membrane_transport
K17074	ABC_transporters:Membrane_transport
K17202	ABC_transporters:Membrane_transport
K17203	ABC_transporters:Membrane_transport
K17204	ABC_transporters:Membrane_transport
K17205	ABC_transporters:Membrane_transport
K17206	ABC_transporters:Membrane_transport
K17207	ABC_transporters:Membrane_transport
K17208	ABC_transporters:Membrane_transport
K17209	ABC_transporters:Membrane_transport
K17210	ABC_transporters:Membrane_transport
K17213	ABC_transporters:Membrane_transport
K17214	ABC_transporters:Membrane_transport
K17215	ABC_transporters:Membrane_transport
K17216	Cysteine_and_methionine_metabolism:Amino_acid_metabolism|Biosynthesis_of_amino_acids
K17219	Sulfur_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K17220	Sulfur_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K17221	Sulfur_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K17222	Sulfur_metabolism:Energy_metabolism
